FuncionarioID,Nome,Idade,Departamento,Cargo,Localização,Salário,DataAdmissao
1091,Davi Luiz Almeida,41,Marketing,Analista,EUA,13277,2016-06-10
1092,Gabriela Moura,25,Marketing,Engenheiro,Índia,11536,2023-04-02
1093,Giovanna Duarte,42,Produção,Analista,EUA,18505,2020-07-15
1094,João Felipe da Rocha,33,Produção,Gerente,Brasil,13940,2015-02-26
1095,Caio Mendes,36,Marketing,Diretor,Coreia do Sul,15243,2012-05-31
1096,Luiz Felipe Nascimento,42,TI,Analista,Alemanha,4135,2019-08-15
1097,Milena da Rocha,52,Recursos Humanos,Assistente,China,7329,2021-11-11
1098,Maria Fernanda da Paz,57,Marketing,Diretor,Alemanha,18558,2017-09-07
1099,Sr. Pedro Aragão,54,Vendas,Analista,Reino Unido,3986,2016-04-29
1100,Pietro Martins,48,Produção,Gerente,Coreia do Sul,18911,2020-06-23
1101,Pietro Moura,49,Engenharia,Coordenador,China,10686,2021-03-22
1102,Diogo Azevedo,52,Marketing,Analista,Coreia do Sul,19345,2019-04-08
1103,Caio Gomes,52,Financeiro,Analista,China,6475,2017-07-15
1104,Arthur Dias,28,Engenharia,Coordenador,Reino Unido,17911,2019-07-01
1105,João Vitor Martins,48,Engenharia,Diretor,EUA,16668,2018-04-10
1106,João Lucas Campos,49,Recursos Humanos,Analista,Reino Unido,15611,2012-07-26
1107,Murilo das Neves,34,Recursos Humanos,Coordenador,Reino Unido,16499,2016-07-28
1108,Caio da Rocha,43,Produção,Diretor,Alemanha,11992,2017-04-15
1109,Pedro Rocha,40,Recursos Humanos,Coordenador,EUA,18796,2019-10-04
1110,Pedro Sales,43,TI,Coordenador,Brasil,11396,2015-06-06
1111,Sofia da Cunha,27,Recursos Humanos,Diretor,China,6858,2019-07-19
1112,Gabriela Rezende,23,TI,Gerente,Reino Unido,14199,2024-01-21
1113,Luiz Gustavo Castro,49,Financeiro,Analista,China,7127,2012-03-02
1114,Paulo Peixoto,30,Engenharia,Diretor,Reino Unido,10518,2018-03-03
1115,Srta. Ana Sophia Vieira,48,Financeiro,Engenheiro,Coreia do Sul,4621,2022-07-30
1116,Eduarda da Mata,60,Produção,Analista,China,4276,2011-12-18
1117,Pedro Henrique Costa,48,Recursos Humanos,Técnico,Coreia do Sul,18914,2024-01-07
1118,Luiz Felipe Santos,44,Engenharia,Analista,Índia,18372,2022-07-24
1119,Dra. Mariana Duarte,49,Recursos Humanos,Gerente,EUA,17568,2014-10-19
1120,Stella Caldeira,55,Financeiro,Analista,Reino Unido,8093,2014-07-16
1121,Sr. João Felipe Viana,48,Engenharia,Engenheiro,Coreia do Sul,15280,2022-08-13
1122,Paulo Costela,49,Produção,Diretor,EUA,18607,2013-12-11
1123,Matheus Moreira,36,Vendas,Assistente,Alemanha,12154,2022-03-07
1124,Vicente Pires,42,Financeiro,Analista,Reino Unido,9958,2019-06-07
1125,Sr. Miguel Alves,43,Financeiro,Engenheiro,China,6484,2018-05-03
1126,Dra. Isabelly Oliveira,56,Engenharia,Coordenador,Reino Unido,9706,2024-01-21
1127,Dr. Alexandre Cardoso,42,Recursos Humanos,Técnico,Coreia do Sul,18929,2016-06-23
1128,Breno Fernandes,36,Produção,Diretor,EUA,3454,2012-06-28
1129,Otávio da Costa,53,Recursos Humanos,Engenheiro,Coreia do Sul,14659,2023-07-27
1130,Thiago da Mota,46,Vendas,Técnico,Índia,6801,2013-12-14
1131,Mariane Melo,39,Recursos Humanos,Engenheiro,Brasil,9544,2018-11-20
1132,Maria Luiza da Paz,38,TI,Gerente,Alemanha,12561,2015-09-05
1133,Ana Júlia da Mata,54,Vendas,Técnico,China,19281,2020-11-04
1134,Lorena Rocha,31,Marketing,Diretor,Brasil,4333,2020-05-02
1135,Daniela Lopes,27,Recursos Humanos,Técnico,EUA,15260,2014-12-10
1136,Caio Silveira,28,Vendas,Diretor,Alemanha,17386,2023-12-21
1137,Raul Vieira,54,TI,Engenheiro,EUA,4103,2021-05-18
1138,Marina Nascimento,31,Produção,Analista,Índia,8797,2010-10-12
1139,Otávio Oliveira,57,Produção,Gerente,Índia,18036,2023-12-27
1140,Gabriela Costa,28,Marketing,Assistente,Alemanha,5728,2018-12-22
1141,Ana Carolina Cunha,56,Produção,Analista,Índia,12946,2018-10-14
1142,Helena Caldeira,23,Financeiro,Diretor,Reino Unido,12466,2019-12-06
1143,Francisco Rodrigues,53,Marketing,Engenheiro,Alemanha,5236,2014-03-02
1144,Davi Luiz Nunes,52,Marketing,Diretor,Alemanha,7263,2016-10-23
1145,Luiz Fernando Mendes,22,Engenharia,Gerente,Coreia do Sul,14491,2019-11-13
1146,Nina Caldeira,35,Financeiro,Técnico,Alemanha,3636,2014-10-31
1147,Isis Fernandes,49,Marketing,Gerente,China,17212,2011-05-14
1148,Maria Julia Aragão,28,Engenharia,Analista,China,11537,2014-01-07
1149,Maria Julia Nascimento,54,Vendas,Técnico,China,19062,2013-06-27
1150,Lavínia Aragão,49,Vendas,Analista,Brasil,18229,2015-02-27
1151,João Miguel Fogaça,40,Produção,Coordenador,Alemanha,6162,2022-11-02
1152,Lucca Barbosa,30,Vendas,Técnico,Reino Unido,5742,2017-06-23
1153,Theo Moraes,58,Vendas,Engenheiro,Alemanha,10755,2022-06-20
1154,Dr. Danilo da Cunha,51,Financeiro,Assistente,EUA,12178,2021-08-10
1155,Kamilly Moreira,34,Recursos Humanos,Gerente,Reino Unido,14120,2022-01-08
1156,Giovanna Dias,28,Engenharia,Coordenador,Índia,9000,2011-04-10
1157,Olivia da Mata,43,TI,Diretor,Índia,3148,2022-02-21
1158,Daniel Aragão,28,Recursos Humanos,Analista,Reino Unido,19430,2022-11-17
1159,Benício da Cruz,37,Financeiro,Engenheiro,EUA,10673,2015-11-16
1160,Pedro Miguel Almeida,24,Recursos Humanos,Coordenador,Índia,17812,2019-09-18
1161,Noah Costela,25,Produção,Diretor,Brasil,17070,2022-10-29
1162,Sr. João Miguel Teixeira,52,Financeiro,Assistente,Reino Unido,3796,2016-03-07
1163,Srta. Juliana Ribeiro,55,Marketing,Assistente,China,8076,2010-06-01
1164,João Gabriel Melo,30,Produção,Coordenador,China,17452,2023-01-08
1165,Isadora Rodrigues,57,Marketing,Engenheiro,China,10222,2015-02-13
1166,João Pedro Pereira,60,Vendas,Coordenador,Brasil,6691,2018-06-16
1167,Letícia Silva,37,Financeiro,Técnico,Coreia do Sul,8324,2012-06-26
1168,Nicole Campos,32,Produção,Gerente,Reino Unido,7605,2020-04-08
1169,Dr. Kevin Correia,39,Recursos Humanos,Gerente,Reino Unido,15952,2016-05-14
1170,Ana Carolina Silva,49,Produção,Coordenador,China,4416,2016-02-04
1171,Ana Laura Sales,27,Recursos Humanos,Coordenador,Índia,19486,2012-04-27
1172,Benjamin Teixeira,58,Recursos Humanos,Assistente,Índia,13153,2012-07-08
1173,Pedro Henrique Caldeira,52,Financeiro,Analista,Brasil,14544,2021-08-19
1174,Dra. Maria Fernanda Lima,46,TI,Diretor,EUA,4342,2022-10-03
1175,Sophie Fogaça,48,Recursos Humanos,Assistente,Índia,3117,2010-06-24
1176,Lucca Nascimento,39,TI,Assistente,Alemanha,8189,2019-06-13
1177,Kevin Nunes,24,Financeiro,Gerente,Brasil,16106,2021-03-02
1178,Emanuel Caldeira,23,Financeiro,Engenheiro,Alemanha,4069,2014-05-11
1179,Isaac Nunes,23,Financeiro,Gerente,Brasil,5781,2017-08-21
1180,Dr. Luigi Vieira,27,Marketing,Coordenador,Alemanha,7990,2016-07-18
1181,Francisco Carvalho,24,Engenharia,Assistente,Brasil,15591,2012-01-18
1182,Leandro Carvalho,22,Recursos Humanos,Analista,Reino Unido,6324,2013-09-28
1183,Vitor Hugo Cardoso,29,Vendas,Engenheiro,China,7784,2011-08-15
1184,Enrico Lopes,56,Engenharia,Coordenador,China,11714,2010-12-08
1185,Sra. Ana Luiza da Mata,27,TI,Analista,Brasil,14062,2014-08-10
1186,Thiago Araújo,30,Marketing,Assistente,Brasil,6826,2013-10-05
1187,Letícia Nogueira,46,Produção,Coordenador,China,7110,2019-12-26
1188,Sr. Gabriel Pinto,29,Marketing,Diretor,China,15917,2013-06-15
1189,Gabrielly Moraes,28,Engenharia,Coordenador,Brasil,11890,2019-03-04
1190,Marcela Nogueira,43,Marketing,Diretor,Coreia do Sul,17869,2011-10-21
1191,Ian Santos,32,Produção,Diretor,Brasil,11175,2015-05-10
1192,Theo Silva,42,Vendas,Técnico,Índia,3187,2014-05-31
1193,Sarah Barros,37,Marketing,Técnico,China,8241,2012-03-13
1194,Dr. Arthur Rezende,44,Financeiro,Técnico,Coreia do Sul,6687,2010-06-13
1195,João Miguel Rodrigues,35,Recursos Humanos,Analista,Reino Unido,6835,2024-03-10
1196,Luiz Otávio Santos,49,Produção,Gerente,Coreia do Sul,8412,2013-08-20
1197,Marcelo Mendes,26,Recursos Humanos,Diretor,Alemanha,14713,2021-10-26
1198,Emilly da Mota,30,Engenharia,Engenheiro,Reino Unido,4345,2014-01-24
1199,Joaquim Costa,50,Produção,Assistente,Reino Unido,12068,2011-08-20
1200,Sra. Alícia Cardoso,50,Marketing,Técnico,Índia,9321,2013-02-27
1201,Pedro Henrique Pereira,44,TI,Gerente,Índia,3333,2014-02-23
1202,Raul Rocha,30,Engenharia,Engenheiro,Reino Unido,6010,2019-11-12
1203,Thales Lima,27,Recursos Humanos,Gerente,EUA,11749,2023-09-11
1204,Ana Sophia Pereira,30,Financeiro,Técnico,Índia,9138,2023-06-04
1205,Lucca Jesus,36,Marketing,Técnico,EUA,6239,2019-12-23
1206,Felipe Lima,37,TI,Diretor,EUA,13245,2020-02-12
1207,Yago Lopes,33,Recursos Humanos,Analista,EUA,7293,2014-12-31
1208,Joaquim Cavalcanti,38,Produção,Técnico,Reino Unido,4583,2013-09-22
1209,Dr. Leandro Freitas,49,Produção,Coordenador,Índia,12565,2018-12-15
1210,Dra. Stella Cardoso,29,Produção,Engenheiro,EUA,17007,2013-07-25
1211,Natália da Paz,53,Marketing,Diretor,Brasil,9231,2020-04-08
1212,Dra. Agatha Correia,39,Marketing,Analista,EUA,5469,2016-01-05
1213,Pedro Miguel Nunes,59,Engenharia,Gerente,Brasil,17679,2023-05-10
1214,Maria Julia Fogaça,26,Produção,Engenheiro,China,9652,2013-04-21
1215,Calebe Fernandes,53,Produção,Diretor,Reino Unido,16145,2011-05-07
1216,Isaac Almeida,26,TI,Coordenador,Alemanha,17958,2022-08-07
1217,Cecília Novaes,22,Recursos Humanos,Gerente,China,4348,2020-01-24
1218,Ana Beatriz Fernandes,48,Vendas,Coordenador,China,4380,2017-08-17
1219,André Nogueira,56,TI,Engenheiro,Reino Unido,3458,2018-08-23
1220,Emilly Nunes,37,Produção,Técnico,Reino Unido,8216,2012-02-05
1221,Danilo da Rosa,53,TI,Assistente,Brasil,10877,2022-05-11
1222,Gabriela Santos,30,Recursos Humanos,Diretor,Índia,12231,2022-01-05
1223,Joana da Conceição,24,Produção,Gerente,Brasil,5394,2013-01-30
1224,Ana Júlia Costela,60,TI,Diretor,Alemanha,8453,2011-09-05
1225,Srta. Marina Araújo,33,Marketing,Coordenador,Índia,18750,2022-11-27
1226,Maria Ramos,58,Recursos Humanos,Gerente,Brasil,9636,2015-05-29
1227,Sra. Yasmin Rocha,45,Engenharia,Engenheiro,Índia,12249,2021-09-26
1228,Stella da Paz,54,Produção,Coordenador,EUA,3760,2018-04-24
1229,Sarah Farias,49,Marketing,Coordenador,Brasil,3795,2019-01-04
1230,Alícia Mendes,36,TI,Coordenador,China,6204,2019-01-31
1231,João Lucas Cardoso,42,Recursos Humanos,Técnico,Coreia do Sul,9700,2014-07-18
1232,Raquel Almeida,56,Produção,Gerente,EUA,10270,2017-02-03
1233,Luiz Gustavo da Paz,48,TI,Assistente,Reino Unido,17481,2019-02-14
1234,Camila Rezende,56,Vendas,Gerente,Coreia do Sul,7137,2020-10-06
1235,Ana Júlia Aragão,30,Vendas,Coordenador,China,12810,2023-10-06
1236,Emanuella Oliveira,42,TI,Diretor,Coreia do Sul,15045,2022-10-19
1237,Dr. Vinicius Viana,29,Produção,Assistente,Coreia do Sul,18768,2022-11-28
1238,Sr. Pedro Lucas Moura,23,Recursos Humanos,Assistente,Brasil,17861,2024-02-27
1239,Murilo Almeida,41,TI,Assistente,Reino Unido,4551,2022-10-26
1240,Emanuel da Mata,39,Vendas,Diretor,Índia,13374,2014-08-10
1241,João Guilherme Cardoso,39,Produção,Analista,Brasil,19220,2021-09-20
1242,Srta. Sophia Moraes,25,Produção,Engenheiro,Brasil,14133,2013-03-14
1243,Dra. Isadora da Cruz,25,Financeiro,Analista,Coreia do Sul,9263,2020-06-29
1244,Luiz Otávio Alves,33,Financeiro,Gerente,Brasil,10915,2014-07-25
1245,Dr. Eduardo Rodrigues,22,TI,Coordenador,Brasil,5277,2010-10-20
1246,João Miguel Moraes,46,Marketing,Coordenador,Alemanha,3837,2013-10-25
1247,Sr. Vicente Cardoso,28,Vendas,Assistente,Reino Unido,7287,2020-06-05
1248,Calebe Cardoso,40,Financeiro,Coordenador,Coreia do Sul,13262,2012-01-25
1249,Emanuelly da Costa,55,Marketing,Analista,EUA,12212,2023-08-17
1250,Srta. Sophie Gonçalves,58,TI,Técnico,EUA,18724,2017-12-25
1251,Eduarda Ferreira,34,Engenharia,Coordenador,Brasil,15445,2011-09-11
1252,Davi Luiz Rodrigues,29,Produção,Diretor,Brasil,9450,2020-07-23
1253,Pietro Pires,43,TI,Assistente,China,8629,2017-10-10
1254,Gustavo Henrique da Cruz,46,Marketing,Diretor,Índia,5532,2014-10-23
1255,Antônio Dias,38,Recursos Humanos,Assistente,Coreia do Sul,7476,2016-11-02
1256,Sr. Luiz Gustavo da Cruz,40,Recursos Humanos,Analista,Coreia do Sul,19754,2021-10-08
1257,Davi da Costa,23,TI,Engenheiro,China,13890,2016-04-03
1258,Esther da Costa,30,Produção,Diretor,Índia,16492,2010-10-29
1259,Isadora Almeida,45,Financeiro,Diretor,Brasil,9997,2019-02-06
1260,Srta. Eduarda Pires,24,Vendas,Engenheiro,Índia,19905,2017-11-10
1261,João da Cruz,58,Recursos Humanos,Coordenador,Coreia do Sul,17974,2019-09-04
1262,Ana Beatriz Oliveira,28,Engenharia,Técnico,Reino Unido,17021,2015-01-15
1263,Maria Alice Cavalcanti,36,Recursos Humanos,Gerente,Alemanha,4367,2023-01-04
1264,Daniela Araújo,28,TI,Analista,Alemanha,3413,2022-04-25
1265,André da Paz,27,Recursos Humanos,Analista,Brasil,4214,2023-12-15
1266,Stella Moura,22,Financeiro,Engenheiro,EUA,10782,2018-11-01
1267,Isabel Cunha,55,Produção,Técnico,Índia,4045,2017-04-25
1268,Sra. Isabel Carvalho,59,Marketing,Assistente,EUA,6916,2014-07-23
1269,Alexia da Luz,31,Produção,Diretor,Coreia do Sul,7097,2020-05-24
1270,Noah Dias,23,Marketing,Técnico,Coreia do Sul,5512,2017-01-09
1271,Fernanda da Paz,49,Produção,Coordenador,EUA,17870,2021-02-06
1272,Sr. Augusto da Rosa,23,Financeiro,Assistente,Brasil,12574,2013-10-22
1273,Luna Rodrigues,47,TI,Engenheiro,China,12727,2013-06-09
1274,Caroline da Conceição,28,TI,Assistente,EUA,17093,2015-03-31
1275,Vinicius Azevedo,36,Vendas,Diretor,China,4980,2020-04-08
1276,Sr. Samuel Silva,40,Vendas,Engenheiro,Brasil,3257,2020-10-18
1277,Luiz Henrique das Neves,60,Financeiro,Diretor,Reino Unido,14314,2015-05-08
1278,Dra. Maitê Correia,47,Marketing,Analista,Reino Unido,11522,2020-09-04
1279,Maria Fernanda Cardoso,57,Marketing,Gerente,China,16183,2011-06-26
1280,Marcos Vinicius Vieira,42,Engenharia,Coordenador,Brasil,19507,2018-02-25
1281,Cecília Nascimento,47,Marketing,Assistente,Índia,12721,2022-08-17
1282,Luiz Miguel da Conceição,26,Marketing,Coordenador,China,16602,2012-02-15
1283,Matheus Moreira,42,Financeiro,Analista,Reino Unido,18054,2023-09-10
1284,Vinicius da Rocha,57,Marketing,Engenheiro,Coreia do Sul,5554,2022-12-17
1285,Sr. Gustavo das Neves,41,Produção,Coordenador,China,11274,2014-03-14
1286,Vitor da Cruz,28,Marketing,Coordenador,EUA,15282,2017-02-19
1287,Nathan Azevedo,57,TI,Coordenador,Reino Unido,19335,2011-05-19
1288,Lavínia da Rosa,30,Financeiro,Técnico,Brasil,3570,2023-09-25
1289,Kaique Nascimento,52,Produção,Engenheiro,Alemanha,11863,2021-08-07
1290,Alana Aragão,29,TI,Técnico,Índia,4865,2013-12-27
1291,Cecília Oliveira,41,Produção,Coordenador,China,14185,2014-08-12
1292,Isadora Freitas,28,Produção,Diretor,Coreia do Sul,10203,2016-10-02
1293,Dr. Levi Porto,42,Financeiro,Técnico,Índia,10913,2019-11-12
1294,Agatha Alves,45,Produção,Assistente,EUA,16493,2012-06-20
1295,Rodrigo Ribeiro,42,Marketing,Engenheiro,Índia,17208,2014-09-04
1296,Daniela Souza,59,Engenharia,Engenheiro,Brasil,16490,2019-07-23
1297,Sr. Leonardo Nascimento,52,Financeiro,Assistente,Reino Unido,15208,2014-04-03
1298,Raquel Barros,51,Produção,Analista,Alemanha,12960,2022-05-01
1299,Dr. Henrique Nunes,57,Recursos Humanos,Analista,China,18455,2023-12-25
1300,Sr. Luiz Felipe da Rosa,30,Financeiro,Técnico,Brasil,19722,2010-11-04
1301,Isabelly Porto,35,Marketing,Diretor,Alemanha,18809,2011-01-06
1302,Maria Fernanda Lopes,56,TI,Engenheiro,Reino Unido,11221,2016-03-27
1303,Erick Novaes,38,Financeiro,Analista,Reino Unido,14926,2019-12-30
1304,Arthur Farias,38,TI,Diretor,Alemanha,6704,2013-12-07
1305,Enzo Gabriel Nascimento,32,Recursos Humanos,Analista,China,13990,2022-06-17
1306,Heloísa Caldeira,43,Marketing,Gerente,China,6840,2018-02-27
1307,Valentina Martins,59,Vendas,Analista,Brasil,9772,2013-02-26
1308,Stella Mendes,48,Engenharia,Coordenador,Brasil,3430,2023-10-08
1309,Daniel Castro,47,Marketing,Coordenador,Alemanha,19040,2015-06-05
1310,Ana Júlia Carvalho,56,Recursos Humanos,Coordenador,EUA,8894,2010-04-19
1311,Ryan Cunha,22,Financeiro,Engenheiro,EUA,10335,2022-11-02
1312,Emanuel Barbosa,24,Financeiro,Assistente,EUA,11962,2017-10-05
1313,Francisco da Paz,38,Marketing,Diretor,Reino Unido,9991,2017-12-24
1314,Marcos Vinicius Moreira,23,Recursos Humanos,Engenheiro,Coreia do Sul,3489,2010-07-20
1315,Sophie da Cunha,27,Financeiro,Engenheiro,China,7181,2015-12-15
1316,Sophia Araújo,48,Marketing,Assistente,Índia,4004,2023-05-17
1317,Isabelly Campos,44,Financeiro,Analista,China,17208,2010-06-19
1318,Milena Melo,38,Financeiro,Analista,Coreia do Sul,17282,2014-12-15
1319,Ana Beatriz Costela,55,Engenharia,Técnico,Coreia do Sul,18865,2011-02-07
1320,Levi Farias,32,Recursos Humanos,Assistente,Alemanha,14083,2016-10-10
1321,Bianca Souza,53,Engenharia,Assistente,Coreia do Sul,9240,2015-08-31
1322,Brenda da Luz,49,Financeiro,Coordenador,Brasil,17024,2010-11-11
1323,Gustavo Henrique Aragão,27,Financeiro,Engenheiro,Reino Unido,7629,2018-02-14
1324,Miguel Silva,57,Engenharia,Assistente,Coreia do Sul,11285,2015-08-28
1325,Enzo da Paz,29,Produção,Engenheiro,Coreia do Sul,10595,2016-11-03
1326,Daniela Moreira,53,Produção,Assistente,Alemanha,18862,2021-04-22
1327,Sarah Cavalcanti,43,Recursos Humanos,Analista,Reino Unido,15860,2021-01-04
1328,Francisco da Paz,29,Vendas,Técnico,Coreia do Sul,6668,2024-03-27
1329,Leandro Alves,48,Vendas,Coordenador,Coreia do Sul,11291,2011-07-23
1330,Sra. Sarah Martins,45,Vendas,Técnico,Brasil,16283,2012-06-05
1331,Yuri da Mata,53,Recursos Humanos,Assistente,Coreia do Sul,13428,2023-10-23
1332,Eloah da Mata,45,Recursos Humanos,Técnico,Índia,12148,2022-10-30
1333,Erick Fogaça,47,Marketing,Diretor,Alemanha,12652,2021-01-24
1334,Juan Teixeira,52,Marketing,Gerente,Alemanha,8969,2016-08-10
1335,Igor Araújo,23,Vendas,Gerente,Brasil,10831,2015-12-27
1336,Vinicius Sales,45,Recursos Humanos,Gerente,China,12166,2012-08-27
1337,Mariana Cunha,27,Engenharia,Técnico,Índia,5094,2014-02-26
1338,Maysa Silveira,52,Recursos Humanos,Assistente,China,8857,2019-03-27
1339,Ana Luiza Aragão,52,Produção,Diretor,Brasil,6107,2017-09-20
1340,Luana da Rosa,23,Produção,Analista,EUA,13350,2011-01-15
1341,Levi Jesus,54,Engenharia,Assistente,Alemanha,8630,2019-11-30
1342,Guilherme Melo,24,TI,Analista,China,10834,2019-02-12
1343,Marcela Sales,56,Marketing,Coordenador,China,5978,2023-03-31
1344,Leonardo Mendes,26,Vendas,Gerente,China,5710,2018-12-21
1345,Alice Nogueira,48,Marketing,Técnico,Índia,18438,2017-04-15
1346,Danilo Pires,28,Engenharia,Diretor,Brasil,8609,2017-06-01
1347,Vinicius Almeida,54,Produção,Gerente,EUA,17605,2014-10-17
1348,Vicente da Conceição,31,Engenharia,Técnico,EUA,14910,2015-03-16
1349,Sra. Ana Júlia Freitas,41,Produção,Assistente,Coreia do Sul,10895,2019-06-28
1350,Nicolas da Costa,56,Financeiro,Técnico,Índia,10603,2022-11-02
1351,Bruna Nunes,60,Vendas,Técnico,Coreia do Sul,3245,2015-06-25
1352,Thales Silva,49,Vendas,Gerente,Reino Unido,8934,2020-12-30
1353,Rodrigo Fogaça,52,Financeiro,Diretor,Índia,3997,2022-09-20
1354,Sophia da Cunha,24,Vendas,Engenheiro,Reino Unido,12755,2011-04-03
1355,Luigi Pereira,39,Engenharia,Diretor,Reino Unido,4123,2010-08-21
1356,Maria Julia Ferreira,39,Produção,Coordenador,China,7696,2016-06-03
1357,Sr. Luiz Miguel Barros,44,Recursos Humanos,Coordenador,Brasil,7455,2015-08-14
1358,Leandro Almeida,54,Produção,Diretor,Índia,10272,2016-03-31
1359,Bryan da Cunha,49,Marketing,Técnico,China,16052,2011-01-01
1360,Vitor Hugo da Mata,41,Produção,Engenheiro,Reino Unido,13516,2013-05-26
1361,Bianca Fernandes,44,Engenharia,Diretor,Brasil,15354,2019-09-17
1362,Yasmin Nascimento,27,Engenharia,Coordenador,Brasil,12248,2019-06-28
1363,Kamilly Sales,27,Produção,Técnico,EUA,13433,2011-04-30
1364,João Lucas da Cunha,42,Recursos Humanos,Gerente,Índia,10454,2021-10-18
1365,Kevin Gonçalves,55,Financeiro,Assistente,Coreia do Sul,7845,2014-02-23
1366,Dr. Luiz Fernando Pires,41,Marketing,Gerente,Índia,16836,2023-03-09
1367,Breno Rezende,35,Produção,Assistente,Brasil,11167,2011-09-16
1368,Raquel Cunha,25,Marketing,Técnico,Brasil,17546,2014-11-04
1369,Leonardo Nascimento,29,TI,Engenheiro,Reino Unido,8641,2020-05-14
1370,Ana Peixoto,43,Marketing,Engenheiro,Coreia do Sul,19925,2012-05-12
1371,Bruna Nunes,58,TI,Analista,Coreia do Sul,18961,2020-01-24
1372,Maria Clara Monteiro,31,Financeiro,Gerente,Coreia do Sul,17285,2017-05-29
1373,Pietra Ramos,45,Produção,Diretor,EUA,3726,2013-04-11
1374,Marcos Vinicius Cardoso,31,Financeiro,Gerente,Brasil,5927,2011-06-25
1375,Sr. Daniel Peixoto,40,Financeiro,Engenheiro,Reino Unido,10586,2021-05-22
1376,Leandro Cunha,50,TI,Técnico,Reino Unido,14749,2021-03-14
1377,Arthur da Rosa,40,TI,Coordenador,Índia,19165,2024-04-01
1378,Maria Vitória Fogaça,30,Vendas,Gerente,China,9322,2020-08-24
1379,Luiz Miguel Silva,59,Financeiro,Engenheiro,China,17247,2010-11-20
1380,Cauã Pinto,46,Produção,Gerente,Índia,9437,2016-02-22
1381,Alana Costa,23,Vendas,Técnico,China,16202,2013-02-08
1382,Isaac Martins,35,TI,Gerente,Alemanha,9613,2020-03-23
1383,Sr. Alexandre da Paz,34,Vendas,Engenheiro,Coreia do Sul,17489,2011-08-05
1384,Maria Luiza das Neves,38,Financeiro,Coordenador,Coreia do Sul,16467,2011-07-03
1385,Ana Júlia da Cruz,31,TI,Assistente,Alemanha,8230,2016-03-24
1386,Arthur Campos,40,Produção,Gerente,Alemanha,19339,2019-01-18
1387,Ana Clara Mendes,23,Vendas,Coordenador,Brasil,7782,2020-11-20
1388,Benício Castro,48,TI,Analista,China,6533,2012-09-30
1389,Dr. Henrique Gomes,51,Produção,Coordenador,Reino Unido,9315,2017-07-31
1390,Maria da Mata,59,Produção,Engenheiro,EUA,18944,2011-12-18
1391,Ian Gonçalves,46,Produção,Gerente,Brasil,4842,2011-11-21
1392,Luana Pinto,49,Engenharia,Assistente,China,8149,2020-11-07
1393,Eduarda Rocha,46,Recursos Humanos,Diretor,EUA,8390,2018-10-29
1394,Sr. Lucca Cunha,56,Engenharia,Técnico,EUA,10692,2018-11-15
1395,Milena Cardoso,34,Marketing,Analista,Índia,11911,2010-09-06
